Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2013,56263,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.17
2005,84060,Petrol,Manual,Second,17.3,993.0,60.0,5.0,1.25
2016,9000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,5.45
2012,79000,Diesel,Manual,First,21.12,1248.0,88.8,5.0,2.59
2015,87900,Diesel,Manual,First,16.0,2179.0,140.0,7.0,12.01
2010,72425,Petrol,Manual,Second,17.5,1197.0,85.8,5.0,2.45
2015,38000,Diesel,Automatic,First,15.73,1968.0,174.33,5.0,29.0
2010,107000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,11.99
2015,51000,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,7.9
2010,140000,Diesel,Manual,Third,12.8,2494.0,102.0,7.0,6.25
2011,48000,Petrol,Manual,Second,18.6,1199.0,79.4,5.0,1.8
2013,62000,CNG,Manual,First,26.6,998.0,58.16,5.0,2.8
2015,31000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,4.9
2010,75055,Petrol,Manual,First,18.06,1198.0,75.0,5.0,2.25
2017,51210,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,8.89
2012,87000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,15.0
2018,17000,Diesel,Manual,First,26.1,1498.0,99.0,5.0,5.65
2014,57000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,7.0
2016,9370,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.95
2013,53226,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.3
2010,120000,Diesel,Manual,Second,16.2,1493.0,110.0,5.0,3.5
2007,75055,Petrol,Manual,First,12.8,1493.0,100.0,5.0,2.3
2017,37247,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.69
2013,64000,Diesel,Manual,First,23.59,1364.0,67.06,5.0,3.1
2014,12000,Petrol,Manual,First,13.44,2359.0,198.25,5.0,12.75
2017,40158,Diesel,Manual,First,19.67,1582.0,126.2,5.0,13.75
2017,11000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,6.75
2014,70010,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5.25
2015,82000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,8.75
2017,57259,Diesel,Manual,First,18.49,1493.0,100.0,7.0,8.87
2010,84000,Petrol,Automatic,Second,11.1,2354.0,142.0,5.0,6.5
2012,168000,Diesel,Manual,First,20.77,1248.0,88.76,7.0,4.5
2012,73670,Diesel,Manual,First,12.83,2696.0,162.0,7.0,12.5
2014,89540,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,16.8
2016,85423,Diesel,Manual,First,20.77,1248.0,88.8,7.0,8.75
2013,48823,Diesel,Automatic,First,19.5,1582.0,126.24,5.0,8.5
2011,35082,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.21
2012,126000,Petrol,Manual,First,16.8,796.0,34.2,5.0,1.6
2016,19000,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,6.25
2007,69000,Petrol,Automatic,Second,12.9,1799.0,130.0,5.0,2.25
2019,29836,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,25.75
2010,48002,Petrol,Manual,Second,13.14,1798.0,157.8,5.0,6.75
2015,52324,Diesel,Manual,First,28.09,1248.0,88.5,5.0,6.25
2013,65000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.1
2009,66000,Diesel,Automatic,Second,8.7,2987.0,224.34,5.0,10.75
2016,75700,Diesel,Manual,First,24.0,1120.0,70.0,5.0,5.7
2013,43000,Diesel,Manual,First,20.5,1598.0,105.0,5.0,5.95
2012,42706,Diesel,Manual,First,25.44,936.0,56.3,5.0,2.4
2013,35000,Diesel,Manual,First,17.21,1493.0,100.0,7.0,3.49
2011,54348,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,4.0
2013,84000,Diesel,Manual,First,23.59,1364.0,67.04,5.0,3.85
2010,63298,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,3.95
2013,75049,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,3.0
2018,24237,Petrol,Manual,First,18.16,1196.0,86.8,5.0,6.7
2016,22767,Petrol,Manual,First,18.5,1197.0,85.8,5.0,6.14
2012,58000,Petrol,Automatic,Second,15.0,1396.0,98.6,5.0,4.4
2017,57000,Diesel,Manual,First,26.59,1248.0,74.0,5.0,4.25
2010,50161,Petrol,Automatic,First,8.77,4395.0,402.0,5.0,25.93
2016,45000,Diesel,Manual,First,22.7,1598.0,118.0,5.0,7.0
2017,68319,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,25.12
2017,30711,Petrol,Manual,First,20.3,998.0,68.05,5.0,4.45
2011,38277,Diesel,Manual,First,21.9,1396.0,90.0,5.0,2.4
2012,115000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,4.33
2017,46849,Petrol,Automatic,First,18.5,1197.0,83.14,5.0,6.93
2014,64000,Diesel,Manual,First,21.9,1396.0,90.0,5.0,4.25
2010,130923,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,12.5
2015,15000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.9
2014,32720,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.5
2016,12500,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.0
2015,59800,Petrol,Automatic,First,16.9,1197.0,82.0,5.0,5.8
2011,54211,Petrol,Manual,First,15.04,1598.0,103.6,5.0,3.33
2015,62242,Diesel,Automatic,First,14.39,1998.0,163.7,5.0,6.62
2015,54000,Diesel,Manual,Second,19.01,1461.0,108.5,5.0,5.75
2012,65000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6.2
2015,55000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3.5
2010,71000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.0
2012,70000,Diesel,Manual,First,21.9,1396.0,88.8,5.0,4.0
2011,53000,Petrol,Automatic,First,12.3,1781.0,163.2,5.0,9.5
2013,43000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,17.5
2015,54000,Petrol,Automatic,First,14.3,1598.0,103.52,5.0,6.11
2014,51000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.75
2007,78000,Diesel,Manual,Second,10.5,2835.0,107.2,6.0,6.2
2014,25000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,6.15
2012,12600,Petrol,Manual,First,20.92,998.0,67.1,5.0,2.4
2009,80000,Diesel,Manual,Fourth & Above,17.8,1248.0,75.0,5.0,2.15
2016,21000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3.75
2011,32000,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,2.15
2015,50000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.75
2010,47500,Petrol,Manual,First,15.5,1586.0,103.3,5.0,2.45
2017,7500,Petrol,Manual,First,17.4,1497.0,117.3,5.0,11.15
2016,68163,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,8.9
2014,61000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4.35
2015,100000,Diesel,Manual,Second,12.99,2494.0,100.6,7.0,12.0
2009,61500,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,8.5
2017,42883,Petrol,Manual,First,19.81,1086.0,68.05,5.0,4.27
2012,97000,Diesel,Manual,Second,20.45,1461.0,83.8,5.0,4.25
2010,39525,Petrol,Automatic,First,11.3,2360.0,170.0,5.0,9.25
2017,35384,Diesel,Manual,First,24.3,1248.0,88.5,5.0,8.61
2010,46000,Diesel,Automatic,First,11.8,2987.0,261.0,7.0,28.0
2018,32189,Diesel,Manual,First,23.0,1498.0,98.96,5.0,9.25
2016,27000,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,8.6
2018,22734,Petrol,Manual,First,16.47,1198.0,74.0,5.0,7.53
2014,58002,Diesel,Manual,First,19.64,1461.0,108.45,5.0,5.75
2012,31500,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,4.15
2017,30933,Petrol,Manual,First,18.16,1196.0,86.8,5.0,5.84
2012,27090,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,16.5
2015,29500,Diesel,Automatic,First,15.97,2993.0,258.0,7.0,43.0
2013,45000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.55
2018,11691,Petrol,Manual,First,18.6,1197.0,81.83,5.0,8.9
2006,121000,Diesel,Manual,Second,16.4,1896.0,90.0,5.0,2.5
2010,118077,Diesel,Manual,First,16.2,1493.0,110.0,5.0,3.85
2012,36300,Petrol,Automatic,Third,17.1,1591.0,121.4,5.0,7.5
2005,90000,Petrol,Manual,Second,15.3,1341.0,61.0,5.0,1.8
2010,78000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2.25
2015,42000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,24.25
2015,27000,Petrol,Manual,First,16.47,1198.0,74.0,5.0,4.35
2012,22000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,11.5
2014,49000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,4.75
2012,42600,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4.99
2018,12794,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,9.15
2014,88046,Petrol,Automatic,First,10.1,2354.0,152.0,5.0,13.99
2014,8000,Diesel,Automatic,Second,20.0,2143.0,107.3,5.0,19.75
2018,82739,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,16.77
2006,193000,Diesel,Manual,Third,13.6,2523.0,63.0,7.0,2.5
2013,7000,Petrol,Automatic,First,17.97,1498.0,99.6,5.0,3.65
2012,60000,Diesel,Automatic,Second,12.35,2179.0,187.74,5.0,23.5
2017,38000,Petrol,Manual,First,22.74,796.0,47.3,5.0,3.11
2013,56344,Petrol,Manual,First,17.6,1496.0,88.73,5.0,4.57
2014,17858,Petrol,Manual,First,17.0,1197.0,80.0,5.0,5.32
2012,53000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.2
2016,67906,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.63
2015,19000,Petrol,Manual,First,21.1,814.0,55.2,5.0,3.0
2010,67000,Diesel,Automatic,Second,22.69,1995.0,190.0,5.0,9.25
2011,80000,Diesel,Manual,First,23.57,1396.0,70.0,5.0,1.2
2015,61000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.15
2010,39000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3.05
2014,59000,Petrol,Automatic,First,14.28,1798.0,138.03,5.0,11.5
2008,80931,Petrol,Manual,First,17.92,1086.0,62.1,5.0,2.3
2016,34000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,4.95
2013,130000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4.75
2018,52380,Diesel,Manual,First,24.3,1248.0,88.5,5.0,10.15
2011,44000,Petrol,Manual,First,18.06,1198.0,75.0,5.0,2.65
2015,84000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3.8
2017,41697,Petrol,Automatic,First,13.1,1997.0,141.1,5.0,16.68
2014,163000,Diesel,Manual,First,19.01,1461.0,108.5,5.0,5.0
2011,42000,Petrol,Manual,Second,17.71,1197.0,78.9,5.0,3.75
2013,129000,Diesel,Manual,Third,21.27,1396.0,88.76,5.0,4.11
2015,32200,Petrol,Manual,Second,18.16,1196.0,86.8,5.0,4.25
2004,129000,Diesel,Manual,First,10.5,2835.0,107.2,6.0,3.45
2014,40000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,22.5
2006,150000,Petrol,Manual,First,12.4,1998.0,132.0,8.0,4.5
2007,140000,Petrol,Manual,First,15.26,1150.0,74.9,5.0,0.9
2006,63181,Petrol,Manual,First,15.3,1341.0,83.0,5.0,1.85
2013,39575,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.25
2014,70374,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.34
2015,26256,Diesel,Manual,First,20.14,1498.0,88.5,5.0,4.25
2016,13460,Petrol,Manual,First,18.6,1197.0,81.86,5.0,6.45
2011,122000,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,10.75
2015,58589,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,27.75
2005,115000,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,0.99
2016,75000,Diesel,Automatic,First,12.62,2198.0,158.0,7.0,24.0
2016,30292,Petrol,Manual,First,18.6,1197.0,81.86,5.0,6.1
2017,32248,Petrol,Manual,First,17.5,1199.0,88.7,5.0,8.25
2013,74000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,4.65
2014,56100,Petrol,Manual,First,13.7,1997.0,153.86,5.0,9.75
2014,61325,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.4
2014,33000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,3.99
2016,18090,Diesel,Automatic,First,16.2,2993.0,258.0,5.0,45.73
2014,71390,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.27
2014,41000,CNG,Manual,First,26.2,998.0,58.2,5.0,3.5
2016,67000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,7.25
2008,99000,Diesel,Manual,Second,17.0,1405.0,70.0,5.0,1.6
2014,142000,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,6.0
2010,26966,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.0
2015,27628,Petrol,Manual,First,18.7,1199.0,88.7,5.0,4.95
2016,82497,Diesel,Manual,First,23.65,1248.0,88.5,5.0,8.99
2007,86000,Petrol,Manual,Third,11.9,2354.0,144.0,5.0,1.85
2016,26981,Petrol,Manual,First,16.47,1198.0,73.9,5.0,6.16
2010,110471,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.5
2014,69000,Petrol,Manual,First,19.5,1199.0,88.76,5.0,4.5
2017,12000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.75
2014,77500,Diesel,Manual,First,20.45,1461.0,83.8,5.0,6.6
2014,48031,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.98
2008,170000,Diesel,Automatic,Third,16.07,1995.0,181.0,5.0,9.75
2014,69565,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.55
2016,45492,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,10.3
2011,85000,Petrol,Automatic,Second,11.7,2354.0,177.6,5.0,7.5
2008,55902,Petrol,Manual,First,14.49,1399.0,92.7,5.0,1.8
2017,18500,Petrol,Manual,First,16.2,1199.0,74.0,5.0,6.25
2015,129750,Diesel,Manual,Second,14.95,2489.0,93.7,7.0,6.8
2009,50902,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,3.0
2015,84725,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11.6
2013,40000,Diesel,Manual,Second,22.7,1582.0,126.24,5.0,6.95
2010,60000,Petrol,Manual,Third,14.3,1798.0,160.0,5.0,3.5
2014,33496,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.5
2015,25000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.65
2013,71000,Diesel,Manual,First,18.2,1248.0,73.8,8.0,3.25
2015,20826,Petrol,Automatic,First,14.3,1598.0,103.6,5.0,7.72
2016,42244,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.0
2013,98598,Diesel,Manual,First,25.44,936.0,57.6,5.0,1.55
2011,62100,Diesel,Manual,First,11.5,2982.0,171.0,7.0,10.75
2016,44238,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.72
2012,91743,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,28.55
2013,19828,Diesel,Automatic,Second,17.85,2967.0,300.0,4.0,75.0
2016,36891,Petrol,Manual,First,17.8,1497.0,117.3,5.0,10.49
2012,90049,Diesel,Manual,First,17.21,1493.0,100.0,7.0,3.8
2012,74002,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,18.5
2013,41000,Petrol,Automatic,First,12.37,2359.0,198.25,5.0,6.0
2012,83678,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.5
2010,91000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.3
2016,50000,Diesel,Manual,First,24.52,1248.0,88.5,7.0,8.7
2015,58000,Diesel,Manual,First,24.4,1120.0,71.01,5.0,4.95
2012,80000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.25
2017,41290,Diesel,Manual,Second,16.0,2179.0,140.0,7.0,10.94
2013,65000,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,21.26
2016,16471,Petrol,Manual,Second,14.28,1798.0,138.03,5.0,11.5
2015,54339,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,6.0
2016,24025,Petrol,Manual,First,18.15,1198.0,82.0,6.0,4.1
2013,24027,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.01
2010,59270,Petrol,Manual,First,15.7,1172.0,67.0,5.0,2.6
2012,40000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.35
2012,155566,Diesel,Manual,Second,9.5,2835.0,118.6,6.0,9.15
2013,42320,Petrol,Manual,First,19.4,1198.0,86.8,5.0,2.9
2017,24153,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,9.18
2016,27000,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,11.45
2012,92000,CNG,Manual,Second,26.83,796.0,38.4,5.0,2.1
2017,61795,Petrol,Manual,First,17.8,1198.0,86.7,5.0,5.53
2016,13500,Petrol,Manual,First,18.15,1198.0,82.0,6.0,3.75
2018,4500,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,12.5
2017,23000,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,15.5
2013,80578,Diesel,Automatic,Second,14.84,2143.0,170.0,5.0,14.5
2017,42646,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,12.46
2014,30000,Petrol,Manual,Second,16.47,1198.0,74.0,5.0,5.25
2009,98000,Diesel,Automatic,Second,13.5,2987.0,282.0,5.0,25.0
2012,50000,Diesel,Automatic,First,12.9,2993.0,271.23,4.0,45.0
2015,63310,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.1
2014,66000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.5
2011,74000,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,12.5
2012,93000,Diesel,Manual,First,23.5,1396.0,88.7,5.0,5.55
2015,70000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,19.48
2012,48772,Petrol,Manual,First,18.6,1197.0,85.8,5.0,3.91
2010,66000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,2.19
2017,27417,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,6.89
2011,51593,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,3.47
2010,75000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,2.85
2016,39237,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.64
2018,11966,Petrol,Manual,First,16.8,1497.0,116.3,5.0,10.28
2015,37000,Petrol,Manual,First,18.2,1199.0,88.7,5.0,6.3
2014,70920,Diesel,Manual,First,20.14,1498.0,88.8,5.0,4.75
2013,65280,Diesel,Manual,First,19.87,1461.0,83.14,5.0,5.8
2016,62000,Diesel,Automatic,First,12.51,2179.0,187.7,7.0,44.5
2014,44525,Petrol,Manual,First,18.5,1197.0,82.9,5.0,4.65
2009,86863,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.6
2015,102626,Diesel,Manual,First,16.0,2179.0,140.0,7.0,12.25
2017,45000,Diesel,Manual,First,16.3,1956.0,170.0,5.0,20.0
2017,22000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.0
2011,108905,Diesel,Automatic,Second,11.79,2179.0,120.0,8.0,6.21
2016,12800,Petrol,Manual,First,19.44,1198.0,67.0,7.0,3.25
2016,32000,Diesel,Manual,First,15.4,2179.0,120.0,7.0,9.75
2014,39000,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,4.45
2017,42000,Diesel,Manual,First,25.6,1498.0,98.6,5.0,12.0
2008,73000,Petrol,Manual,First,14.4,1396.0,65.0,5.0,0.8
2018,48000,Diesel,Manual,First,24.0,1186.0,73.97,5.0,5.95
2015,18000,CNG,Manual,First,33.44,796.0,40.3,4.0,3.0
2014,19000,Petrol,Manual,First,17.43,1396.0,105.5,5.0,5.25
2019,33598,Diesel,Manual,First,13.68,2393.0,147.8,7.0,22.2
2012,63000,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,13.5
2015,48000,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,13.5
2014,66000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3.47
2013,80000,Diesel,Automatic,Second,11.18,2696.0,184.0,7.0,9.5
2011,37000,Petrol,Manual,First,15.04,1598.0,103.6,5.0,4.8
2016,35058,Petrol,Manual,First,15.0,1598.0,103.52,5.0,6.54
2012,52000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.1
2015,61313,Diesel,Manual,First,23.65,1248.0,88.5,5.0,7.99
2009,45000,Petrol,Manual,Second,14.53,1798.0,138.1,5.0,3.3
2015,74000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,8.75
2013,89000,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,4.19
2019,13414,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,30.77
2006,95000,Petrol,Manual,Second,16.9,1497.0,100.0,5.0,2.11
2018,15900,Petrol,Manual,First,18.15,1198.0,82.0,6.0,6.25
2011,151000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,11.4
2011,65000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.2
2017,36824,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,39.84
2013,65287,Diesel,Manual,First,20.0,1399.0,68.05,5.0,4.45
2014,52000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,19.5
2007,33000,Petrol,Manual,First,15.26,1150.0,74.9,5.0,1.75
2016,71000,Diesel,Manual,First,25.83,1498.0,99.0,5.0,5.1
2013,71000,Diesel,Automatic,First,22.7,1582.0,126.2,5.0,6.8
2016,20000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,5.74
2010,71000,Petrol,Manual,First,16.1,1197.0,85.0,5.0,3.3
2010,29000,Diesel,Automatic,First,9.9,3498.0,271.72,4.0,32.0
2016,27000,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,35.0
2017,19000,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,8.9
2011,58000,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,4.0
2018,42203,Diesel,Manual,First,17.1,1956.0,170.0,5.0,19.46
2009,94000,Diesel,Automatic,First,11.4,1991.0,142.0,5.0,5.25
2013,52000,CNG,Manual,Second,15.1,1196.0,73.0,5.0,2.6
2018,4900,Diesel,Manual,First,21.5,1497.0,108.5,5.0,9.22
2013,70000,Petrol,Manual,First,21.1,814.0,55.2,5.0,1.8
2015,65266,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,31.75
2014,54569,Diesel,Manual,First,20.77,1248.0,88.76,7.0,5.99
2015,51361,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.94
2007,125000,Petrol,Manual,Third,16.6,1388.0,68.0,5.0,1.5
2008,66000,Petrol,Manual,Third,13.5,1799.0,130.0,5.0,3.25
2007,65047,LPG,Manual,First,17.3,1061.0,57.5,5.0,1.95
2014,22281,Diesel,Manual,First,20.77,1248.0,88.8,7.0,6.5
2013,63210,Diesel,Manual,First,24.0,1120.0,70.0,5.0,3.71
2018,31000,Petrol,Manual,First,20.14,1197.0,81.86,5.0,5.0
2008,60000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1.99
2017,32006,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.25
2009,78000,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,8.0
2011,9489,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.95
2018,5000,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.5
2012,60000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,16.0
2015,50000,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.75
2015,53000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,6.95
2011,64000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,12.5
2017,43827,Diesel,Automatic,First,13.22,2967.0,241.4,5.0,36.83
2011,36431,Petrol,Manual,First,16.2,1199.0,74.0,5.0,2.7
2017,35000,Diesel,Manual,First,21.38,1396.0,88.7,5.0,9.9
2011,94832,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.83
2012,88381,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.25
2016,45194,Diesel,Manual,First,22.7,1598.0,118.0,5.0,7.75
2010,66000,Petrol,Manual,Second,16.51,1586.0,103.2,5.0,2.46
2014,38578,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.96
2015,40000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,8.25
2018,20632,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.58
2014,73042,Diesel,Manual,First,24.0,1120.0,70.0,5.0,3.99
2014,54257,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.25
2013,93000,Diesel,Manual,First,20.5,1598.0,103.5,5.0,5.0
2005,102000,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,4.65
2016,28881,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,21.37
2007,52195,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.75
2018,20422,Diesel,Manual,First,12.4,2499.0,134.0,5.0,16.09
2012,38000,Diesel,Manual,First,24.8,1396.0,88.7,5.0,4.1
2015,92885,Diesel,Manual,First,20.0,1399.0,68.0,5.0,3.56
2010,43000,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,4.21
2015,57000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,6.6
2018,32434,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,14.35
2017,32000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,9.5
2011,59000,Diesel,Automatic,First,11.2,2993.0,241.0,4.0,21.9
2016,76467,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,30.45
2016,100000,Diesel,Manual,First,25.83,1498.0,99.0,5.0,5.1
2013,37086,Petrol,Automatic,First,17.0,1591.0,121.3,5.0,5.44
2010,135000,Diesel,Manual,First,13.8,1399.0,68.0,5.0,1.6
2014,54862,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,16.67
2012,56200,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,3.85
2011,169006,Diesel,Manual,First,14.24,2755.0,174.5,7.0,10.64
2016,20229,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.5
2008,62000,Petrol,Manual,Third,18.0,995.0,62.0,5.0,1.1
2011,51500,Petrol,Manual,Second,16.2,1599.0,103.2,5.0,2.6
2012,69000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,18.5
2015,62476,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.95
2017,60500,Diesel,Manual,First,25.4,1186.0,73.97,5.0,5.49
2017,17978,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,6.95
2008,300000,Diesel,Manual,First,17.0,1405.0,70.0,5.0,1.0
2013,123000,Diesel,Manual,Second,17.8,1399.0,67.0,5.0,4.45
2016,45296,Diesel,Manual,First,25.1,1248.0,88.5,5.0,6.99
2008,77325,Petrol,Manual,First,15.6,1586.0,104.68,5.0,3.51
2018,25858,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,7.54
2016,120000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.65
2016,22000,Diesel,Automatic,First,19.5,1582.0,126.24,5.0,16.0
2012,11000,Petrol,Manual,First,16.2,995.0,62.1,5.0,1.4
